
"Course & Section Code","Meeting & Section","Restrictions & Instructions","Day(s)","Start","End","Location","Instructor","Changes"
"BIOC17H3 S","PRA0008","","TH","09:00","12:00","SW 250","","Reserved for Paramedicine students"
"BIOC19H3 F","LEC01","W","TH","13:00","15:00","SW 309","V.Branker",""
"BIOC21H3 F","LEC01","W","MO","09:00","11:00","SW 309","M.Yazdandoost",""
"BIOC21H3 F","PRA0001","","FR","09:00","11:30","SW 323","",""
"BIOC21H3 F","PRA0003","","FR","12:00","14:30","SW 323","",""
"BIOC21H3 F","PRA0005","","TH","09:00","11:30","SW 323","",""
"BIOC21H3 F","PRA0006","","TH","12:00","14:30","SW 323","",""
"BIOC21H3 F","PRA0007","","TH","12:00","14:30","SW 321","",""
"BIOC21H3 F","PRA0008","","TH","15:00","17:30","SW 323","",""
"BIOC23H3 S","LEC01","W,C","MO","12:00","14:00","SW 143","R.Zhao",""
"BIOC23H3 S","PRA0001","","TU","13:00","17:00","SW 133","",""
"BIOC23H3 S","PRA0002","","TU","13:00","17:00","SW 135","",""
"BIOC23H3 S","PRA0003","","TH","13:00","17:00","SW 133","",""
"BIOC23H3 S","PRA0004","","TH","13:00","17:00","SW 135","","Added 07/20/2012"
"BIOC23H3 S","PRA0005","","TH","18:00","22:00","SW 135","","Added 07/20/2012"
"BIOC31H3 F","LEC01","W","TU","12:00","13:00","BV 363","S.Gazzarrini",""
"BIOC31H3 F","LEC01","","TH","12:00","13:00","BV 264","",""
"BIOC31H3 F","TUT0001","","MO","11:00","12:00","HW 402","",""
"BIOC33H3 S","LEC01","W,C","MO","10:00","11:00","HW 216","S.Reid",""
"BIOC33H3 S","LEC01","","WE","10:00","11:00","HW 216","",""
"BIOC33H3 S","PRA0001","","MO","11:00","14:00","SW 242","",""
"BIOC33H3 S","PRA0002","","MO","14:00","17:00","SW 242","",""
"BIOC33H3 S","PRA0003","","TU","10:00","13:00","SW 242","",""
"BIOC33H3 S","PRA0004","","TU","14:00","17:00","SW 242","",""
"BIOC33H3 S","PRA0005","","WE","14:00","17:00","SW 242","",""
"BIOC33H3 S","PRA0006","","TH","10:00","13:00","SW 242","","added: Nov 20/12"
"BIOC34H3 S","LEC01","W","MO","10:00","11:00","HW 216","S.Reid",""
"BIOC34H3 S","LEC01","","WE","10:00","11:00","HW 216","",""
"BIOC34H3 S","LEC60","W,I","","","","Online Lec","S.Reid",""
"BIOC37H3 F","LEC01","W","","","","","","Cancelled. 09/06/12"
"BIOC38H3 S","LEC01","W","WE","10:00","12:00","HW 408","I.Stehlik",""
"BIOC38H3 S","PRA0001","","TH","14:00","17:00","SW 323","","Students attend labs every other week."
"BIOC39H3 S","LEC01","W","TU","12:00","13:00","SY 110","B.Treanor","Classroom changed 01/11/13"
"BIOC39H3 S","LEC01","","TH","14:00","15:00","AA 112","",""
"BIOC50H3 F","LEC01","W,C","MO","11:00","13:00","HW 214","J.Weir",""
"BIOC50H3 F","TUT0001","","TU","12:00","14:00","BV 498","",""
"BIOC51H3 S","LEC01","W,C","TU","11:00","12:00","MW 264","N.Lovejoy",""
"BIOC54H3 S","LEC01","W,C","WE","14:00","16:00","SW 143","K.Persaud",""
"BIOC54H3 S","TUT0001","","TH","13:00","14:00","BV 363","",""
"BIOC54H3 S","TUT0004","","TH","15:00","16:00","AA 208","","Room Changed 08/29/2012"
"BIOC58H3 F","LEC01","W","TU","08:00","10:00","SW 128","R.Boonstra",""
"BIOC58H3 F","TUT0001","","TH","13:00","16:00","HW 215","",""
"BIOC59H3 F","LEC01","W,C","WE","08:00","10:00","AA 204","R.Boonstra",""
"BIOC59H3 F","PRA0001","","FR","09:00","12:00","SW 242","",""
"BIOC61H3 F","LEC01","W,C","MO","15:00","17:00","HW 214","R.Marushia",""
"BIOC61H3 F","TUT0001","","WE","14:00","17:00","SW 143","","Room Changed 07/11/2012"
"BIOC62H3 S","LEC01","W,C","WE","11:00","13:00","BV 260","M.Campbell",""
"BIOC62H3 S","TUT0001","","TH","16:00","18:00","AA 208","","Room Changed 08/29/2012"
"BIOC62H3 S","TUT0002","","FR","10:00","12:00","AC 332","",""
"BIOC63H3 F","LEC01","W,C","TU","16:00","17:00","BV 264","I.Stehlik",""
"BIOC63H3 F","LEC01","","TH","16:00","17:00","BV 264","",""
"BIOC63H3 F","TUT0001","","TH","09:00","12:00","MW 223","","Students attend tutorials every other week."
"BIOC63H3 F","TUT0002","","TH","09:00","12:00","MW 223","","Students attend tutorials every other week."
"BIOC65H3 F","LEC01","W,C","TU","14:00","16:00","HW 214","H.Kronzucker",""
"BIOC65H3 F","TUT0001","","WE","11:00","14:00","HW 214","",""
"BIOC67H3 F","LEC01","W,C","","","","Adv. Field Course","I.Stehlik",""
"BIOC67H3 S","LEC01","W,C","","","","Adv. Field Course","I.Stehlik",""
"BIOC99H3 F","LEC30","W,C","TU","17:00","19:00","Team Research","M.Andrade",""
"BIOC99H3 S","LEC30","W,C","TU","17:00","19:00","Team Research","M.Andrade",""
"BIOD17H3 S","LEC01","W","TU","13:00","15:00","BV 355","M.Terebiznik",""
"BIOD17H3 S","LEC01","","WE","14:00","15:00","BV 355","",""
"BIOD19H3 S","LEC01","W","TU","10:00","12:00","BV 355","P.McGowan",""
"BIOD21H3 F","LEC01","W,C","WE","13:00","14:00","BV 260","S.Gazzarrini",""
"BIOD21H3 F","PRA0001","","WE","14:00","17:00","SW 133","",""
"BIOD21H3 F","PRA0001","","TH","14:00","17:00","SW 133","",""
"BIOD21H3 F","PRA0002","","WE","14:00","17:00","SW 135","",""
"BIOD21H3 F","PRA0002","","TH","14:00","17:00","SW 135","",""
"BIOD23H3 F","LEC01","W,C","MO","13:00","15:00","MW 223","R.Harrison",""
"BIOD23H3 F","LEC01","","WE","12:00","13:00","MW 223","",""
"BIOD25H3 S","LEC01","W","WE","15:00","17:00","HW 214","C.Riggs",""
"BIOD26H3 F","LEC01","W","WE","09:00","11:00","HW 214","S.Brunt","Room Changed 08/29/2012"
"BIOD26H3 F","TUT0001","","TH","09:00","11:00","HW 215","",""
"BIOD27H3 F","LEC01","W","TU","09:00","12:00","BV 363","M.Aarts","Room Changed 08/29/2012"
"BIOD29H3 S","LEC01","W","MO","11:00","12:00","BV 355","A.Ashok",""
"BIOD29H3 S","LEC01","","WE","11:00","13:00","BV 355","",""
"BIOD43H3 S","LEC01","W","MO","14:00","15:00","BV 260","K.Welch Jr.",""
"BIOD43H3 S","LEC01","","WE","13:00","14:00","BV 260","",""
"BIOD43H3 S","TUT0001","","TH","11:00","13:00","AC 334","",""
"BIOD43H3 S","TUT0002","","TH","13:00","15:00","AA 206","",""
"BIOD48H3 F","LEC01","W,C","TH","09:00","10:00","BV 363","J.Weir","Room Changed 08/28/2012"
"BIOD48H3 F","TUT0001","","FR","09:00","11:00","BV 498","",""
"BIOD48H3 F","TUT0001","","FR","11:00","12:00","Off Campus","",""
"BIOD53H3 S","LEC01","W,C","MO","12:00","14:00","BV 363","K.Persaud",""
"BIOD53H3 S","LEC01","","FR","13:00","15:00","BV 363","",""
"BIOD60H3 S","LEC01","W,C","MO","09:00","12:00","AA 209","M.Cadotte",""
"BIOD62H3 S","LEC01","W","MO","14:00","16:00","BV 361","I.Stehlik",""
"BIOD62H3 S","TUT0001","","WE","13:00","15:00","AA 206","",""
"BIOD65H3 S","LEC01","W","TU","16:00","18:00","BV 355","J.Nash",""
"BIOD95H3 F","LEC01","W,C","TU","14:00","15:00","HW 402","I.Stehlik/A.Ashok","Room changed 09/21/12"
"BIOD95H3 S","LEC01","W,C","TU","15:00","16:00","Supervised Study","A.Ashok","Room changed 09/21/12"
"BIOD96Y3 Y","LEC01","W,C","","","","Dir. Research","B.Bigham",""
"BIOD98Y3 Y","LEC01","W,C","TU","14:00","15:00","HW 402","I.Stehlik/A.Ashok","Room changed 09/21/12"
"BIOD98Y3 Y","LEC01","W,C","TU","15:00","16:00","IC 212","A.Ashok/I.Stehlik",""
"BIOD99Y3 Y","LEC01","W,C","TU","15:00","16:00","IC 212","A.Ashok/I.Stehlik",""
"CHMA10H3 F","LEC01","W,I","MO","11:00","12:00","AA 112","H.Kraatz/X.Zhang/S.Ballantyne",""
"CHMA10H3 F","LEC01","","WE","11:00","12:00","AA 112","",""
"CHMA10H3 F","LEC01","","FR","11:00","12:00","AC 223","",""
"CHMA10H3 F","LEC02","W,I","MO","13:00","14:00","AC 223","H.Kraatz/X.Zhang/S.Ballantyne",""
"CHMA10H3 F","LEC02","","WE","13:00","14:00","AC 223","",""
"CHMA10H3 F","LEC02","","FR","13:00","14:00","AC 223","",""
"CHMA10H3 F","LEC60","W,I,I","","","","Online Lec","H.Kraatz/X.Zhang/S.Ballantyne","Added. 09/10/12"
"CHMA10H3 F","PRA0001","","MO","14:00","17:00","SW 165","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0002","","MO","14:00","17:00","SW 165","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0003","","MO","14:00","17:00","SW 159","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0004","","MO","14:00","17:00","SW 159","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0005","","MO","14:00","17:00","SW 159","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0006","","MO","14:00","17:00","SW 159","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0007","","MO","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0008","","MO","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0009","","MO","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0010","","MO","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0011","","MO","14:00","17:00","SW 151","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0012","","MO","14:00","17:00","SW 151","","EVEN- TUT start Sept 17- PRA start SEPT 24 Added 08/28/12"
"CHMA10H3 F","PRA0013","","TU","10:00","13:00","SW 165","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0014","","TU","10:00","13:00","SW 165","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0015","","TU","10:00","13:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0016","","TU","10:00","13:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0017","","TU","10:00","13:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0018","","TU","10:00","13:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0019","","TU","10:00","13:00","SW 151","","ODD -PRA start Sept 17- TUT start Sept 24th- Added 09/11/12"
"CHMA10H3 F","PRA0020","","TU","10:00","13:00","SW 151","","EVEN- TUT start Sept 17- PRA start SEPT 24- Added 09/10/12"
"CHMA10H3 F","PRA0021","","TU","14:00","17:00","SW 165","","ODD -PRA start Sept 17- TUT start Sept 24th-Closed 08/09/12"
"CHMA10H3 F","PRA0022","","TU","14:00","17:00","SW 165","","EVEN- TUT start Sept 17- PRA start SEPT 24- Added 09/10/12"
"CHMA10H3 F","PRA0023","","TU","14:00","17:00","SW 159","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0024","","TU","14:00","17:00","SW 159","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0025","","TU","14:00","17:00","SW 159","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0026","","TU","14:00","17:00","SW 159","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0027","","TU","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0028","","TU","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0029","","TU","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0030","","TU","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24-  Added 08/30/12"
"CHMA10H3 F","PRA0031","","TU","14:00","17:00","SW 151","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0032","","TU","14:00","17:00","SW 151","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0033","","WE","14:00","17:00","SW 165","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0034","","WE","14:00","17:00","SW 165","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0035","","WE","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0036","","WE","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0037","","WE","14:00","17:00","SW 153","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0038","","WE","14:00","17:00","SW 153","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","PRA0039","","WE","14:00","17:00","SW 151","","ODD -PRA start Sept 17- TUT start Sept 24th"
"CHMA10H3 F","PRA0040","","WE","14:00","17:00","SW 151","","EVEN- TUT start Sept 17- PRA start SEPT 24"
"CHMA10H3 F","TUT0001","","MO","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0002","","MO","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0003","","MO","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0004","","MO","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0005","","MO","16:00","17:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0006","","MO","16:00","17:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0007","","MO","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0008","","MO","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0009","","MO","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0010","","MO","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0011","","MO","14:00","15:00","IC 326","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0012","","MO","14:00","15:00","IC 326","","DO NOT ENROL ON ROSI- Added 08/28/12"
"CHMA10H3 F","TUT0013","","TU","11:00","12:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0014","","TU","11:00","12:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0015","","TU","10:00","11:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0016","","TU","10:00","11:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0017","","TU","10:00","11:00","BV 361","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0018","","TU","10:00","11:00","BV 361","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0019","","TU","10:00","11:00","MW 223","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0020","","TU","10:00","11:00","MW 223","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0021","","TU","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0022","","TU","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0023","","TU","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0024","","TU","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0025","","TU","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0026","","TU","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0027","","TU","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0028","","TU","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0029","","TU","14:00","15:00","IC 320","","DO NOT ENROL ON ROSI Room changed 09/21/12"
"CHMA10H3 F","TUT0030","","TU","14:00","15:00","IC 320","",".DO NOT ENROL ON ROSI Room changed 09/21/12"
"CHMA10H3 F","TUT0031","","TU","14:00","15:00","MW 264","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0032","","TU","14:00","15:00","MW 264","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0033","","WE","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0034","","WE","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0035","","WE","14:00","15:00","MW 264","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0036","","WE","14:00","15:00","MW 264","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0037","","WE","14:00","15:00","MW 223","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0038","","WE","14:00","15:00","MW 223","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0039","","WE","14:00","15:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA10H3 F","TUT0040","","WE","14:00","15:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","LEC01","W,I","MO","10:00","11:00","SW 309","T.Radhakrishnan/S.Ballantyne",""
"CHMA10H3 S","LEC01","","WE","10:00","11:00","SW 309","",""
"CHMA10H3 S","LEC01","","FR","10:00","11:00","SW 309","",""
"CHMA10H3 S","PRA0001","","MO","14:00","17:00","SW 159","",""
"CHMA10H3 S","PRA0002","","MO","14:00","17:00","SW 159","",""
"CHMA10H3 S","PRA0003","","MO","14:00","17:00","SW 159","","Added 08/28/2012"
"CHMA10H3 S","PRA0004","","MO","14:00","17:00","SW 159","","Added. 10/31/12"
"CHMA10H3 S","PRA0005","","TU","14:00","17:00","SW 165","","Added 08/28/2012"
"CHMA10H3 S","PRA0006","","TU","14:00","17:00","SW 165","","Added 08/28/2012"
"CHMA10H3 S","PRA0007","","TU","14:00","17:00","SW 159","","Added 12/19/12"
"CHMA10H3 S","PRA0008","","TU","14:00","17:00","SW 159","","Added 01/09/13"
"CHMA10H3 S","TUT0001","","MO","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0002","","MO","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0003","","MO","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0004","","MO","15:00","16:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0005","","TU","16:00","17:00","IC 326","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0006","","TU","16:00","17:00","IC 326","","DO NOT ENROL ON ROSI"
"CHMA10H3 S","TUT0007","","TU","15:00","16:00","IC 326","","DO NOT ENROL ON ROSI Added 12/18/12"
"CHMA10H3 S","TUT0008","","TU","15:00","16:00","IC 326","","DO NOT ENROL ON ROSI Added 01/09/13"
"CHMA11H3 S","LEC01","W,I","MO","12:00","13:00","AC 223","D.Donaldson/A.Izmaylov/S.Ballantyne",""
"CHMA11H3 S","LEC01","","WE","12:00","13:00","AC 223","",""
"CHMA11H3 S","LEC01","","FR","12:00","13:00","AC 223","",""
"CHMA11H3 S","LEC02","W,I","MO","13:00","14:00","AC 223","D.Donaldson/A.Izmaylov/S.Ballantyne",""
"CHMA11H3 S","LEC02","","WE","13:00","14:00","AC 223","",""
"CHMA11H3 S","LEC02","","FR","13:00","14:00","AC 223","",""
"CHMA11H3 S","PRA0001","","MO","14:00","17:00","SW 165","",""
"CHMA11H3 S","PRA0002","","MO","14:00","17:00","SW 165","",""
"CHMA11H3 S","PRA0003","","MO","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0004","","MO","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0005","","MO","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0006","","MO","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0007","","MO","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0008","","MO","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0009","","","","","","","Cancelled 12/18/12"
"CHMA11H3 S","PRA0010","","TU","10:00","13:00","SW 165","",""
"CHMA11H3 S","PRA0011","","TU","10:00","13:00","SW 153","",""
"CHMA11H3 S","PRA0012","","TU","10:00","13:00","SW 153","",""
"CHMA11H3 S","PRA0013","","TU","10:00","13:00","SW 153","",""
"CHMA11H3 S","PRA0014","","TU","10:00","13:00","SW 153","",""
"CHMA11H3 S","PRA0015","","TU","10:00","13:00","SW 151","",""
"CHMA11H3 S","PRA0016","","TU","10:00","13:00","SW 151","",""
"CHMA11H3 S","PRA0017","","TU","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0018","","TU","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0019","","TU","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0020","","TU","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0021","","TU","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0022","","TU","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0023","","WE","14:00","17:00","SW 159","",""
"CHMA11H3 S","PRA0024","","WE","14:00","17:00","SW 159","",""
"CHMA11H3 S","PRA0025","","WE","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0026","","WE","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0027","","WE","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0028","","WE","14:00","17:00","SW 153","",""
"CHMA11H3 S","PRA0029","","WE","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0030","","WE","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0031","","TH","10:00","13:00","SW 165","",""
"CHMA11H3 S","PRA0032","","TH","10:00","13:00","SW 165","",""
"CHMA11H3 S","PRA0033","","","","","","","Cancelled 12/17/12"
"CHMA11H3 S","PRA0034","","TH","10:00","13:00","SW 151","",""
"CHMA11H3 S","PRA0035","","TH","14:00","17:00","SW 165","",""
"CHMA11H3 S","PRA0036","","TH","14:00","17:00","SW 165","",""
"CHMA11H3 S","PRA0037","","TH","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0038","","TH","14:00","17:00","SW 151","",""
"CHMA11H3 S","PRA0039","","WE","14:00","17:00","SW 165","","Added 07/20/2012"
"CHMA11H3 S","TUT0001","","MO","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0002","","MO","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0003","","MO","14:00","15:00","AA 205","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0004","","MO","14:00","15:00","AA 205","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0005","","MO","14:00","15:00","HW 408","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0006","","MO","14:00","15:00","HW 408","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0007","","MO","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0008","","MO","15:00","16:00","AC 334","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0009","","","","","","","Cancelled 12/18/12"
"CHMA11H3 S","TUT0010","","TU","10:00","11:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0011","","TU","10:00","11:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0012","","TU","10:00","11:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0013","","TU","11:00","12:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0014","","TU","11:00","12:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0015","","TU","11:00","12:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0016","","TU","11:00","12:00","BV 359","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0017","","TU","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0018","","TU","14:00","15:00","AC 332","","DO NOT ENROL ON ROSI"
"CHMA11H3 S","TUT0019","","TU","14:00","15:00","AC 334","","DO NOT ENROL ON ROSI"
